"CleanupSiteID","FacilitySiteID","SiteName","AlternateSiteNames","SiteStatus","Address","City","ZipCode","County","Region","ResponsibleUnit","Latitude","Longitude","Acreage","PublicFundingAmount","PrivateFundingAmount","PublicRedevelopmentPercent","PrivateRedevelopmentPercent","HabitatRestoration","ContaminantName","GroundWater","SurfaceWater","Soil","Sediment","Air","Bedrock"
"4987","1126","Weyerhaeuser Sawmill Aberdeen/Seaport Landing","WEYERHAEUSER ABERDEEN SAWMILL,WEYERHAEUSER COMPANY ABERDEEN,WEYERHAEUSER SAWMILL,Weyerhaeuser Sawmill Aberdeen","Cleanup Started","500 N CUSTER ST","ABERDEEN","98520","Grays Harbor","Southwest","Southwest","46.9726285806027","-123.800457635363","22","$348,954.00","","","","False","Phenolic Compounds","Confirmed Above Cleanup Levels","","Remediated","Confirmed Above Cleanup Levels","",""
"4987","1126","Weyerhaeuser Sawmill Aberdeen/Seaport Landing","WEYERHAEUSER ABERDEEN SAWMILL,WEYERHAEUSER COMPANY ABERDEEN,WEYERHAEUSER SAWMILL,Weyerhaeuser Sawmill Aberdeen","Cleanup Started","500 N CUSTER ST","ABERDEEN","98520","Grays Harbor","Southwest","Southwest","46.9726285806027","-123.800457635363","22","$348,954.00","","","","False","Polycyclic Aromatic Hydrocarbons","","","","Confirmed Above Cleanup Levels","",""
"12944","16193","Wishkah & Whiting Properties","","Awaiting Cleanup","300 Block of River Street","Aberdeen","98520","Grays Harbor","Southwest","Southwest","46.971929","-123.812785","5.6","$133,895.00","","","","False","Arsenic","Confirmed Above Cleanup Levels","","","","",""
"12944","16193","Wishkah & Whiting Properties","","Awaiting Cleanup","300 Block of River Street","Aberdeen","98520","Grays Harbor","Southwest","Southwest","46.971929","-123.812785","5.6","$133,895.00","","","","False","Lead","Confirmed Above Cleanup Levels","","","","",""
"12944","16193","Wishkah & Whiting Properties","","Awaiting Cleanup","300 Block of River Street","Aberdeen","98520","Grays Harbor","Southwest","Southwest","46.971929","-123.812785","5.6","$133,895.00","","","","False","Petroleum-Diesel","Confirmed Above Cleanup Levels","","","","",""
"12944","16193","Wishkah & Whiting Properties","","Awaiting Cleanup","300 Block of River Street","Aberdeen","98520","Grays Harbor","Southwest","Southwest","46.971929","-123.812785","5.6","$133,895.00","","","","False","Petroleum-Other","Confirmed Above Cleanup Levels","","","","",""
"12944","16193","Wishkah & Whiting Properties","","Awaiting Cleanup","300 Block of River Street","Aberdeen","98520","Grays Harbor","Southwest","Southwest","46.971929","-123.812785","5.6","$133,895.00","","","","False","Polycyclic Aromatic Hydrocarbons","Confirmed Above Cleanup Levels","","","","",""
"2553","62285426","Rainier Court","D Leonard & Sons,Rainier Court Associates 2002-01 LLC","Cleanup Started","3700 RAINIER AVE S","SEATTLE","98144","King","Northwest","Northwest","47.571007","-122.291931","6.47","$3,472,299.00","$660,000.00","","","False","Metals Priority Pollutants","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","",""
"2553","62285426","Rainier Court","D Leonard & Sons,Rainier Court Associates 2002-01 LLC","Cleanup Started","3700 RAINIER AVE S","SEATTLE","98144","King","Northwest","Northwest","47.571007","-122.291931","6.47","$3,472,299.00","$660,000.00","","","False","Pesticides-Unspecified","Below Cleanup Levels","","Below Cleanup Levels","","",""
"2553","62285426","Rainier Court","D Leonard & Sons,Rainier Court Associates 2002-01 LLC","Cleanup Started","3700 RAINIER AVE S","SEATTLE","98144","King","Northwest","Northwest","47.571007","-122.291931","6.47","$3,472,299.00","$660,000.00","","","False","Petroleum Products-Unspecified","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","",""
"2553","62285426","Rainier Court","D Leonard & Sons,Rainier Court Associates 2002-01 LLC","Cleanup Started","3700 RAINIER AVE S","SEATTLE","98144","King","Northwest","Northwest","47.571007","-122.291931","6.47","$3,472,299.00","$660,000.00","","","False","Petroleum-Diesel","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","",""
"2553","62285426","Rainier Court","D Leonard & Sons,Rainier Court Associates 2002-01 LLC","Cleanup Started","3700 RAINIER AVE S","SEATTLE","98144","King","Northwest","Northwest","47.571007","-122.291931","6.47","$3,472,299.00","$660,000.00","","","False","Polychlorinated biPhenyls (PCB)","Below Cleanup Levels","","Below Cleanup Levels","","",""
"2553","62285426","Rainier Court","D Leonard & Sons,Rainier Court Associates 2002-01 LLC","Cleanup Started","3700 RAINIER AVE S","SEATTLE","98144","King","Northwest","Northwest","47.571007","-122.291931","6.47","$3,472,299.00","$660,000.00","","","False","Polycyclic Aromatic Hydrocarbons","Below Cleanup Levels","","Confirmed Above Cleanup Levels","","",""
"2997","6258254","Goodwill Corp Dearborn Campus","DEARBORN 90 & 5,Dearborn Corporation Campus Goodwill,DEARBORN TERRACE ASSOCIATES,FORMER UNOCAL #1590 PROPERTY,HERZOG GLASS,MAR-LAC DIST CO,MC MACHINERY & COMP CO,SEATTLE GOODWILL,SEATTLE GOODWILL INDUSTRIES","Cleanup Started","1400 S LANE ST & 1200-1590 S DEARBORN ST","SEATTLE","98144","King","Northwest","Northwest","47.5966662767711","-122.314435417297","8","$200,000.00","","","","False","Halogenated Organics","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","Suspected",""
"2997","6258254","Goodwill Corp Dearborn Campus","DEARBORN 90 & 5,Dearborn Corporation Campus Goodwill,DEARBORN TERRACE ASSOCIATES,FORMER UNOCAL #1590 PROPERTY,HERZOG GLASS,MAR-LAC DIST CO,MC MACHINERY & COMP CO,SEATTLE GOODWILL,SEATTLE GOODWILL INDUSTRIES","Cleanup Started","1400 S LANE ST & 1200-1590 S DEARBORN ST","SEATTLE","98144","King","Northwest","Northwest","47.5966662767711","-122.314435417297","8","$200,000.00","","","","False","Metals Priority Pollutants","Suspected","","Suspected","","Suspected",""
"2997","6258254","Goodwill Corp Dearborn Campus","DEARBORN 90 & 5,Dearborn Corporation Campus Goodwill,DEARBORN TERRACE ASSOCIATES,FORMER UNOCAL #1590 PROPERTY,HERZOG GLASS,MAR-LAC DIST CO,MC MACHINERY & COMP CO,SEATTLE GOODWILL,SEATTLE GOODWILL INDUSTRIES","Cleanup Started","1400 S LANE ST & 1200-1590 S DEARBORN ST","SEATTLE","98144","King","Northwest","Northwest","47.5966662767711","-122.314435417297","8","$200,000.00","","","","False","Petroleum Products-Unspecified","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","Suspected",""
"4518","6118646","Chubby & Tubbys","CHUBBY & TUBBY'S,Chubby and Tubby Site,Signal Oil Service Station","NFA","3333 RAINIER AVE S","SEATTLE","98144","King","Northwest","Northwest","47.573160933577","-122.29465565517","0.71","$534,423.00","$53,807,173.00","1","99","False","Metals Priority Pollutants","","","Below Cleanup Levels","","",""
"4518","6118646","Chubby & Tubbys","CHUBBY & TUBBY'S,Chubby and Tubby Site,Signal Oil Service Station","NFA","3333 RAINIER AVE S","SEATTLE","98144","King","Northwest","Northwest","47.573160933577","-122.29465565517","0.71","$534,423.00","$53,807,173.00","1","99","False","Petroleum Products-Unspecified","","","Below Cleanup Levels","","",""
"4518","6118646","Chubby & Tubbys","CHUBBY & TUBBY'S,Chubby and Tubby Site,Signal Oil Service Station","NFA","3333 RAINIER AVE S","SEATTLE","98144","King","Northwest","Northwest","47.573160933577","-122.29465565517","0.71","$534,423.00","$53,807,173.00","1","99","False","Petroleum-Gasoline","","","Remediated-Below","","",""
"5049","2018","Boeing Auburn","Boeing - Auburn Site,BOEING CAG FABRICATION DIV AUBURN,Boeing Fabrication Auburn Site,BOEING FABRICATION DIV,Boeing Fabrication Division -Auburn Site,FABRICATION DIVISION,Fabrication Division Div,The Boeing Company - Auburn Site","Cleanup Started","700 15TH ST SW","AUBURN","98001","King","Northwest","Hazardous Waste","47.29569","-122.23778","450","$186,000.00","","","","False","Benzene","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","",""
"5049","2018","Boeing Auburn","Boeing - Auburn Site,BOEING CAG FABRICATION DIV AUBURN,Boeing Fabrication Auburn Site,BOEING FABRICATION DIV,Boeing Fabrication Division -Auburn Site,FABRICATION DIVISION,Fabrication Division Div,The Boeing Company - Auburn Site","Cleanup Started","700 15TH ST SW","AUBURN","98001","King","Northwest","Hazardous Waste","47.29569","-122.23778","450","$186,000.00","","","","False","Conventional Contaminants, Inorganic","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","",""
"5049","2018","Boeing Auburn","Boeing - Auburn Site,BOEING CAG FABRICATION DIV AUBURN,Boeing Fabrication Auburn Site,BOEING FABRICATION DIV,Boeing Fabrication Division -Auburn Site,FABRICATION DIVISION,Fabrication Division Div,The Boeing Company - Auburn Site","Cleanup Started","700 15TH ST SW","AUBURN","98001","King","Northwest","Hazardous Waste","47.29569","-122.23778","450","$186,000.00","","","","False","Halogenated Organics","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","",""
"5049","2018","Boeing Auburn","Boeing - Auburn Site,BOEING CAG FABRICATION DIV AUBURN,Boeing Fabrication Auburn Site,BOEING FABRICATION DIV,Boeing Fabrication Division -Auburn Site,FABRICATION DIVISION,Fabrication Division Div,The Boeing Company - Auburn Site","Cleanup Started","700 15TH ST SW","AUBURN","98001","King","Northwest","Hazardous Waste","47.29569","-122.23778","450","$186,000.00","","","","False","Metals - Other","","","Confirmed Above Cleanup Levels","","",""
"5049","2018","Boeing Auburn","Boeing - Auburn Site,BOEING CAG FABRICATION DIV AUBURN,Boeing Fabrication Auburn Site,BOEING FABRICATION DIV,Boeing Fabrication Division -Auburn Site,FABRICATION DIVISION,Fabrication Division Div,The Boeing Company - Auburn Site","Cleanup Started","700 15TH ST SW","AUBURN","98001","King","Northwest","Hazardous Waste","47.29569","-122.23778","450","$186,000.00","","","","False","Metals Priority Pollutants","Suspected","","Confirmed Above Cleanup Levels","","",""
"5049","2018","Boeing Auburn","Boeing - Auburn Site,BOEING CAG FABRICATION DIV AUBURN,Boeing Fabrication Auburn Site,BOEING FABRICATION DIV,Boeing Fabrication Division -Auburn Site,FABRICATION DIVISION,Fabrication Division Div,The Boeing Company - Auburn Site","Cleanup Started","700 15TH ST SW","AUBURN","98001","King","Northwest","Hazardous Waste","47.29569","-122.23778","450","$186,000.00","","","","False","Non-Halogenated Solvents","","","Confirmed Above Cleanup Levels","","",""
"5049","2018","Boeing Auburn","Boeing - Auburn Site,BOEING CAG FABRICATION DIV AUBURN,Boeing Fabrication Auburn Site,BOEING FABRICATION DIV,Boeing Fabrication Division -Auburn Site,FABRICATION DIVISION,Fabrication Division Div,The Boeing Company - Auburn Site","Cleanup Started","700 15TH ST SW","AUBURN","98001","King","Northwest","Hazardous Waste","47.29569","-122.23778","450","$186,000.00","","","","False","Petroleum Products-Unspecified","Suspected","","","","",""
"5049","2018","Boeing Auburn","Boeing - Auburn Site,BOEING CAG FABRICATION DIV AUBURN,Boeing Fabrication Auburn Site,BOEING FABRICATION DIV,Boeing Fabrication Division -Auburn Site,FABRICATION DIVISION,Fabrication Division Div,The Boeing Company - Auburn Site","Cleanup Started","700 15TH ST SW","AUBURN","98001","King","Northwest","Hazardous Waste","47.29569","-122.23778","450","$186,000.00","","","","False","Petroleum-Diesel","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","",""
"5049","2018","Boeing Auburn","Boeing - Auburn Site,BOEING CAG FABRICATION DIV AUBURN,Boeing Fabrication Auburn Site,BOEING FABRICATION DIV,Boeing Fabrication Division -Auburn Site,FABRICATION DIVISION,Fabrication Division Div,The Boeing Company - Auburn Site","Cleanup Started","700 15TH ST SW","AUBURN","98001","King","Northwest","Hazardous Waste","47.29569","-122.23778","450","$186,000.00","","","","False","Petroleum-Gasoline","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","",""
"5049","2018","Boeing Auburn","Boeing - Auburn Site,BOEING CAG FABRICATION DIV AUBURN,Boeing Fabrication Auburn Site,BOEING FABRICATION DIV,Boeing Fabrication Division -Auburn Site,FABRICATION DIVISION,Fabrication Division Div,The Boeing Company - Auburn Site","Cleanup Started","700 15TH ST SW","AUBURN","98001","King","Northwest","Hazardous Waste","47.29569","-122.23778","450","$186,000.00","","","","False","Petroleum-Other","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","",""
"5049","2018","Boeing Auburn","Boeing - Auburn Site,BOEING CAG FABRICATION DIV AUBURN,Boeing Fabrication Auburn Site,BOEING FABRICATION DIV,Boeing Fabrication Division -Auburn Site,FABRICATION DIVISION,Fabrication Division Div,The Boeing Company - Auburn Site","Cleanup Started","700 15TH ST SW","AUBURN","98001","King","Northwest","Hazardous Waste","47.29569","-122.23778","450","$186,000.00","","","","False","Polychlorinated biPhenyls (PCB)","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","",""
"5049","2018","Boeing Auburn","Boeing - Auburn Site,BOEING CAG FABRICATION DIV AUBURN,Boeing Fabrication Auburn Site,BOEING FABRICATION DIV,Boeing Fabrication Division -Auburn Site,FABRICATION DIVISION,Fabrication Division Div,The Boeing Company - Auburn Site","Cleanup Started","700 15TH ST SW","AUBURN","98001","King","Northwest","Hazardous Waste","47.29569","-122.23778","450","$186,000.00","","","","False","Polycyclic Aromatic Hydrocarbons","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","",""
"12325","65773341","Betty Brite Cleaners","Pancake Chef,South 154th Street Transit-Oriented Development","Awaiting Cleanup","15209 MILITARY RD S","SEATAC","98188","King","Northwest","Northwest","47.46687","-122.28903","0.6","$200,000.00","","","","False","Halogenated Solvents","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","",""
"13054","96127971","Mt Baker Properties","MBHA 1,Mount Baker Cleaners,Phillips 66 070644","Cleanup Started","2864 S MCCLELLAN ST","SEATTLE","98144","King","Northwest","Northwest","47.578610886545","-122.295377678491","6","$200,000.00","","","","False","Halogenated Solvents","Confirmed Above Cleanup Levels","","","","",""
"12909","14873","Skybridge Commercial Property","Collender Burwell Property","Awaiting Cleanup","2610 2612 2613 2614 BURWELL ST","BREMERTON","98312","Kitsap","Northwest","Northwest","47.5656434330768","-122.652895938749","0.38","$300,000.00","","","","False","Benzene","Confirmed Above Cleanup Levels","","","","",""
"12909","14873","Skybridge Commercial Property","Collender Burwell Property","Awaiting Cleanup","2610 2612 2613 2614 BURWELL ST","BREMERTON","98312","Kitsap","Northwest","Northwest","47.5656434330768","-122.652895938749","0.38","$300,000.00","","","","False","Dioxin/Dibenzofuran Compounds","Below Cleanup Levels","","","","",""
"12909","14873","Skybridge Commercial Property","Collender Burwell Property","Awaiting Cleanup","2610 2612 2613 2614 BURWELL ST","BREMERTON","98312","Kitsap","Northwest","Northwest","47.5656434330768","-122.652895938749","0.38","$300,000.00","","","","False","Halogenated Solvents","Confirmed Above Cleanup Levels","","","","",""
"12909","14873","Skybridge Commercial Property","Collender Burwell Property","Awaiting Cleanup","2610 2612 2613 2614 BURWELL ST","BREMERTON","98312","Kitsap","Northwest","Northwest","47.5656434330768","-122.652895938749","0.38","$300,000.00","","","","False","Non-Halogenated Solvents","Confirmed Above Cleanup Levels","","","","",""
"12909","14873","Skybridge Commercial Property","Collender Burwell Property","Awaiting Cleanup","2610 2612 2613 2614 BURWELL ST","BREMERTON","98312","Kitsap","Northwest","Northwest","47.5656434330768","-122.652895938749","0.38","$300,000.00","","","","False","Polycyclic Aromatic Hydrocarbons","Below Cleanup Levels","","","","",""
"11724","27815219","Mackners Transport","MACKNERS TRANSPORT INC","Cleanup Started","400 E MOUNTAIN VIEW AVE","ELLENSBURG","98926","Kittitas","Central","Central","46.983936","-120.543112","5","$200,000.00","","100","","True","Lead","","","Confirmed Above Cleanup Levels","","",""
"11724","27815219","Mackners Transport","MACKNERS TRANSPORT INC","Cleanup Started","400 E MOUNTAIN VIEW AVE","ELLENSBURG","98926","Kittitas","Central","Central","46.983936","-120.543112","5","$200,000.00","","100","","True","Petroleum-Diesel","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","",""
"11724","27815219","Mackners Transport","MACKNERS TRANSPORT INC","Cleanup Started","400 E MOUNTAIN VIEW AVE","ELLENSBURG","98926","Kittitas","Central","Central","46.983936","-120.543112","5","$200,000.00","","100","","True","Petroleum-Gasoline","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","",""
"11724","27815219","Mackners Transport","MACKNERS TRANSPORT INC","Cleanup Started","400 E MOUNTAIN VIEW AVE","ELLENSBURG","98926","Kittitas","Central","Central","46.983936","-120.543112","5","$200,000.00","","100","","True","Petroleum-Other","Confirmed Above Cleanup Levels","","","","",""
"11724","27815219","Mackners Transport","MACKNERS TRANSPORT INC","Cleanup Started","400 E MOUNTAIN VIEW AVE","ELLENSBURG","98926","Kittitas","Central","Central","46.983936","-120.543112","5","$200,000.00","","100","","True","Polycyclic Aromatic Hydrocarbons","","","Confirmed Above Cleanup Levels","","",""
"5451","8112045","Reardan Gas Station","","Awaiting Cleanup","115 E BROADWAY","REARDAN","99029","Lincoln","Eastern","Eastern","47.669515","-117.877844","1","$200,000.00","","","","False","Petroleum Products-Unspecified","Suspected","","","","Suspected",""
"5451","8112045","Reardan Gas Station","","Awaiting Cleanup","115 E BROADWAY","REARDAN","99029","Lincoln","Eastern","Eastern","47.669515","-117.877844","1","$200,000.00","","","","False","Petroleum-Gasoline","","","Confirmed Above Cleanup Levels","","",""
"2537","1185","GOOSE LAKE","","Cleanup Started","NW OF SR 101","SHELTON","98584","Mason","Southwest","Southwest","47.23176","-123.13458","69","$200,000.00","","","","False","Conventional Contaminants, Inorganic","","","","Confirmed Above Cleanup Levels","",""
"2537","1185","GOOSE LAKE","","Cleanup Started","NW OF SR 101","SHELTON","98584","Mason","Southwest","Southwest","47.23176","-123.13458","69","$200,000.00","","","","False","Dioxin/Dibenzofuran Compounds","","","Confirmed Above Cleanup Levels","Confirmed Above Cleanup Levels","",""
"2537","1185","GOOSE LAKE","","Cleanup Started","NW OF SR 101","SHELTON","98584","Mason","Southwest","Southwest","47.23176","-123.13458","69","$200,000.00","","","","False","Metals Priority Pollutants","Confirmed Above Cleanup Levels","Suspected","Suspected","Confirmed Above Cleanup Levels","",""
"2537","1185","GOOSE LAKE","","Cleanup Started","NW OF SR 101","SHELTON","98584","Mason","Southwest","Southwest","47.23176","-123.13458","69","$200,000.00","","","","False","Polychlorinated biPhenyls (PCB)","Suspected","","","Confirmed Above Cleanup Levels","",""
"4473","55648558","Red Shirt Mill","","Cleanup Started","AIRPORT RD","TWISP","98856","Okanogan","Central","Central","48.3507003352804","-120.101190895474","11.8","$72,000.00","","","","False","Arsenic","","","Confirmed Above Cleanup Levels","Confirmed Above Cleanup Levels","",""
"4473","55648558","Red Shirt Mill","","Cleanup Started","AIRPORT RD","TWISP","98856","Okanogan","Central","Central","48.3507003352804","-120.101190895474","11.8","$72,000.00","","","","False","Metals Priority Pollutants","Below Cleanup Levels","Below Cleanup Levels","Confirmed Above Cleanup Levels","Confirmed Above Cleanup Levels","Suspected",""
"2194","15428546","PEND OREILLE MINE","COMINCO AMERICAN INC,COMINCO AMERICAN INC METALINE FALLS,TECK COMINCO","CC-O&M/Monitoring","1382 PEND OREILLE MINES RD","METALINE FALLS","99153","Pend Oreille","Eastern","Eastern","48.8817866501279","-117.360041455957","200","$200,000.00","","","","False","Metals Priority Pollutants","Confirmed Above Cleanup Levels","Suspected","Confirmed Above Cleanup Levels","","",""
"2539","1202","AMERICAN PLATING","","NFA","2110 E D ST","TACOMA","98421","Pierce","Southwest","Southwest","47.243251170107","-122.430755820429","1.75","$80,000.00","","","","False","Halogenated Organics","Remediated-Below","Below Cleanup Levels","Remediated-Below","","Below Cleanup Levels",""
"2539","1202","AMERICAN PLATING","","NFA","2110 E D ST","TACOMA","98421","Pierce","Southwest","Southwest","47.243251170107","-122.430755820429","1.75","$80,000.00","","","","False","Metals Priority Pollutants","Remediated-Above","Below Cleanup Levels","Remediated-Above","","Below Cleanup Levels",""
"3677","1263","TACOMA REDEVELOPMENT PROP","Thea Foss Waterway","CC-Perf. Monitoring","THEA FOSS WATERWAY","TACOMA","98402","Pierce","Southwest","Southwest","47.2442290804939","-122.433228370031","2.7","$25,000.00","","","","False","Asbestos","","","Suspected","","",""
"3677","1263","TACOMA REDEVELOPMENT PROP","Thea Foss Waterway","CC-Perf. Monitoring","THEA FOSS WATERWAY","TACOMA","98402","Pierce","Southwest","Southwest","47.2442290804939","-122.433228370031","2.7","$25,000.00","","","","False","Base/Neutral/Acid Organics","Confirmed Above Cleanup Levels","Confirmed Above Cleanup Levels","Confirmed Above Cleanup Levels","","",""
"3677","1263","TACOMA REDEVELOPMENT PROP","Thea Foss Waterway","CC-Perf. Monitoring","THEA FOSS WATERWAY","TACOMA","98402","Pierce","Southwest","Southwest","47.2442290804939","-122.433228370031","2.7","$25,000.00","","","","False","Conventional Contaminants, Inorganic","Suspected","Suspected","Suspected","","",""
"3677","1263","TACOMA REDEVELOPMENT PROP","Thea Foss Waterway","CC-Perf. Monitoring","THEA FOSS WATERWAY","TACOMA","98402","Pierce","Southwest","Southwest","47.2442290804939","-122.433228370031","2.7","$25,000.00","","","","False","Conventional Contaminants, Organic","Suspected","Suspected","Suspected","","",""
"3677","1263","TACOMA REDEVELOPMENT PROP","Thea Foss Waterway","CC-Perf. Monitoring","THEA FOSS WATERWAY","TACOMA","98402","Pierce","Southwest","Southwest","47.2442290804939","-122.433228370031","2.7","$25,000.00","","","","False","Corrosive Wastes","Remediated","Remediated","Remediated","","",""
"3677","1263","TACOMA REDEVELOPMENT PROP","Thea Foss Waterway","CC-Perf. Monitoring","THEA FOSS WATERWAY","TACOMA","98402","Pierce","Southwest","Southwest","47.2442290804939","-122.433228370031","2.7","$25,000.00","","","","False","Halogenated Organics","Suspected","Suspected","Suspected","","",""
"3677","1263","TACOMA REDEVELOPMENT PROP","Thea Foss Waterway","CC-Perf. Monitoring","THEA FOSS WATERWAY","TACOMA","98402","Pierce","Southwest","Southwest","47.2442290804939","-122.433228370031","2.7","$25,000.00","","","","False","Metals - Other","Confirmed Above Cleanup Levels","Suspected","Confirmed Above Cleanup Levels","","",""
"3677","1263","TACOMA REDEVELOPMENT PROP","Thea Foss Waterway","CC-Perf. Monitoring","THEA FOSS WATERWAY","TACOMA","98402","Pierce","Southwest","Southwest","47.2442290804939","-122.433228370031","2.7","$25,000.00","","","","False","Metals Priority Pollutants","Confirmed Above Cleanup Levels","Confirmed Above Cleanup Levels","Confirmed Above Cleanup Levels","","",""
"3677","1263","TACOMA REDEVELOPMENT PROP","Thea Foss Waterway","CC-Perf. Monitoring","THEA FOSS WATERWAY","TACOMA","98402","Pierce","Southwest","Southwest","47.2442290804939","-122.433228370031","2.7","$25,000.00","","","","False","Non-Halogenated Solvents","Suspected","Suspected","Suspected","","",""
