"CleanupSiteID","FacilitySiteID","SiteName","AlternateSiteNames","SiteStatus","Address","City","ZipCode","County","Region","ResponsibleUnit","Latitude","Longitude","Acreage","PublicFundingAmount","PrivateFundingAmount","PublicRedevelopmentPercent","PrivateRedevelopmentPercent","HabitatRestoration","ContaminantName","GroundWater","SurfaceWater","Soil","Sediment","Air","Bedrock"
"5275","2132059","Raplee Property","Standard 305192,STANDARD OIL STATION 30-5192 (FORMER)","Cleanup Started","9816 271ST ST NW","STANWOOD","98292","Snohomish","Northwest","Northwest","48.2420953873464","-122.365850304738","0.21","$150,000.00","","","","False","Benzene","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","",""
"5275","2132059","Raplee Property","Standard 305192,STANDARD OIL STATION 30-5192 (FORMER)","Cleanup Started","9816 271ST ST NW","STANWOOD","98292","Snohomish","Northwest","Northwest","48.2420953873464","-122.365850304738","0.21","$150,000.00","","","","False","Non-Halogenated Solvents","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","",""
"5275","2132059","Raplee Property","Standard 305192,STANDARD OIL STATION 30-5192 (FORMER)","Cleanup Started","9816 271ST ST NW","STANWOOD","98292","Snohomish","Northwest","Northwest","48.2420953873464","-122.365850304738","0.21","$150,000.00","","","","False","Petroleum-Diesel","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","",""
"5275","2132059","Raplee Property","Standard 305192,STANDARD OIL STATION 30-5192 (FORMER)","Cleanup Started","9816 271ST ST NW","STANWOOD","98292","Snohomish","Northwest","Northwest","48.2420953873464","-122.365850304738","0.21","$150,000.00","","","","False","Petroleum-Gasoline","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","",""
"5275","2132059","Raplee Property","Standard 305192,STANDARD OIL STATION 30-5192 (FORMER)","Cleanup Started","9816 271ST ST NW","STANWOOD","98292","Snohomish","Northwest","Northwest","48.2420953873464","-122.365850304738","0.21","$150,000.00","","","","False","Petroleum-Other","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","",""
"12515","22103","Geddes Marina","","Awaiting Cleanup","1326 1ST ST","MARYSVILLE","98270","Snohomish","Northwest","Northwest","48.048697867167","-122.179858832016","4.73","$400,000.00","","","","False","Arsenic","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","",""
"12515","22103","Geddes Marina","","Awaiting Cleanup","1326 1ST ST","MARYSVILLE","98270","Snohomish","Northwest","Northwest","48.048697867167","-122.179858832016","4.73","$400,000.00","","","","False","Lead","","","Confirmed Above Cleanup Levels","","",""
"12515","22103","Geddes Marina","","Awaiting Cleanup","1326 1ST ST","MARYSVILLE","98270","Snohomish","Northwest","Northwest","48.048697867167","-122.179858832016","4.73","$400,000.00","","","","False","Metals - Other","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","Confirmed Above Cleanup Levels","",""
"12515","22103","Geddes Marina","","Awaiting Cleanup","1326 1ST ST","MARYSVILLE","98270","Snohomish","Northwest","Northwest","48.048697867167","-122.179858832016","4.73","$400,000.00","","","","False","Non-Halogenated Solvents","","","","Confirmed Above Cleanup Levels","",""
"12515","22103","Geddes Marina","","Awaiting Cleanup","1326 1ST ST","MARYSVILLE","98270","Snohomish","Northwest","Northwest","48.048697867167","-122.179858832016","4.73","$400,000.00","","","","False","Other Non-Halogenated Organics","","","","Confirmed Above Cleanup Levels","",""
"12515","22103","Geddes Marina","","Awaiting Cleanup","1326 1ST ST","MARYSVILLE","98270","Snohomish","Northwest","Northwest","48.048697867167","-122.179858832016","4.73","$400,000.00","","","","False","Petroleum-Diesel","Confirmed Above Cleanup Levels","","","Confirmed Above Cleanup Levels","",""
"12515","22103","Geddes Marina","","Awaiting Cleanup","1326 1ST ST","MARYSVILLE","98270","Snohomish","Northwest","Northwest","48.048697867167","-122.179858832016","4.73","$400,000.00","","","","False","Petroleum-Other","Confirmed Above Cleanup Levels","","","Confirmed Above Cleanup Levels","",""
"12845","17078","Alderwood Laundry & Dry Cleaners","Lynnwood Public Facilities District,Maytag Center","Cleanup Started","3815 196TH ST SW","LYNNWOOD","98036","Snohomish","Northwest","Headquarters","47.8216775861199","-122.285080932541","1","$200,000.00","","","","False","Halogenated Solvents","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","Suspected",""
"64","723","CITY OPERATIONS COMPLEX","Proposed City Operations Complex,SPOKANE CITY WATER DEPT,SPOKANE WATER YARDS WATER DEPARTMENT,WATER YARDS WATER DEPARTMENT","Cleanup Started","HAMILTON & N FOOTHILLS DR","SPOKANE","99207","Spokane","Eastern","Eastern","47.6826019","-117.3979791","24","$200,000.00","","","","False","Benzene","","","Remediated-Below","","",""
"64","723","CITY OPERATIONS COMPLEX","Proposed City Operations Complex,SPOKANE CITY WATER DEPT,SPOKANE WATER YARDS WATER DEPARTMENT,WATER YARDS WATER DEPARTMENT","Cleanup Started","HAMILTON & N FOOTHILLS DR","SPOKANE","99207","Spokane","Eastern","Eastern","47.6826019","-117.3979791","24","$200,000.00","","","","False","Metals Priority Pollutants","","","Confirmed Above Cleanup Levels","","",""
"64","723","CITY OPERATIONS COMPLEX","Proposed City Operations Complex,SPOKANE CITY WATER DEPT,SPOKANE WATER YARDS WATER DEPARTMENT,WATER YARDS WATER DEPARTMENT","Cleanup Started","HAMILTON & N FOOTHILLS DR","SPOKANE","99207","Spokane","Eastern","Eastern","47.6826019","-117.3979791","24","$200,000.00","","","","False","Petroleum Products-Unspecified","","","Confirmed Above Cleanup Levels","","",""
"64","723","CITY OPERATIONS COMPLEX","Proposed City Operations Complex,SPOKANE CITY WATER DEPT,SPOKANE WATER YARDS WATER DEPARTMENT,WATER YARDS WATER DEPARTMENT","Cleanup Started","HAMILTON & N FOOTHILLS DR","SPOKANE","99207","Spokane","Eastern","Eastern","47.6826019","-117.3979791","24","$200,000.00","","","","False","Petroleum-Diesel","","","Confirmed Above Cleanup Levels","","",""
"64","723","CITY OPERATIONS COMPLEX","Proposed City Operations Complex,SPOKANE CITY WATER DEPT,SPOKANE WATER YARDS WATER DEPARTMENT,WATER YARDS WATER DEPARTMENT","Cleanup Started","HAMILTON & N FOOTHILLS DR","SPOKANE","99207","Spokane","Eastern","Eastern","47.6826019","-117.3979791","24","$200,000.00","","","","False","Petroleum-Gasoline","","","Remediated-Below","","",""
"64","723","CITY OPERATIONS COMPLEX","Proposed City Operations Complex,SPOKANE CITY WATER DEPT,SPOKANE WATER YARDS WATER DEPARTMENT,WATER YARDS WATER DEPARTMENT","Cleanup Started","HAMILTON & N FOOTHILLS DR","SPOKANE","99207","Spokane","Eastern","Eastern","47.6826019","-117.3979791","24","$200,000.00","","","","False","Petroleum-Other","","","Remediated-Below","","",""
"64","723","CITY OPERATIONS COMPLEX","Proposed City Operations Complex,SPOKANE CITY WATER DEPT,SPOKANE WATER YARDS WATER DEPARTMENT,WATER YARDS WATER DEPARTMENT","Cleanup Started","HAMILTON & N FOOTHILLS DR","SPOKANE","99207","Spokane","Eastern","Eastern","47.6826019","-117.3979791","24","$200,000.00","","","","False","Polycyclic Aromatic Hydrocarbons","","","Confirmed Above Cleanup Levels","","",""
"1317","675","River Front Properties","KENDALL YARDS,SUMMIT PROPERTIES,UPLAND INDUSTRIES","NFA","SUMMIT BLVD","SPOKANE","99201","Spokane","Eastern","Eastern","47.66184","-117.44882","77","$2,446,000.00","","","","False","Metals Priority Pollutants","","","Remediated","","",""
"1317","675","River Front Properties","KENDALL YARDS,SUMMIT PROPERTIES,UPLAND INDUSTRIES","NFA","SUMMIT BLVD","SPOKANE","99201","Spokane","Eastern","Eastern","47.66184","-117.44882","77","$2,446,000.00","","","","False","Petroleum Products-Unspecified","","","Remediated","","",""
"1317","675","River Front Properties","KENDALL YARDS,SUMMIT PROPERTIES,UPLAND INDUSTRIES","NFA","SUMMIT BLVD","SPOKANE","99201","Spokane","Eastern","Eastern","47.66184","-117.44882","77","$2,446,000.00","","","","False","Polycyclic Aromatic Hydrocarbons","","","Remediated","","",""
"3233","45389238","Becks Radiator Shop","Beck's radiator Shop","Awaiting Cleanup","108 N NAPA ST","SPOKANE","99202","Spokane","Eastern","Eastern","47.658453","-117.380905","0.14","$27,000.00","","","","False","Corrosive Wastes","","","Confirmed Above Cleanup Levels","","",""
"3233","45389238","Becks Radiator Shop","Beck's radiator Shop","Awaiting Cleanup","108 N NAPA ST","SPOKANE","99202","Spokane","Eastern","Eastern","47.658453","-117.380905","0.14","$27,000.00","","","","False","Lead","","","Confirmed Above Cleanup Levels","","",""
"3233","45389238","Becks Radiator Shop","Beck's radiator Shop","Awaiting Cleanup","108 N NAPA ST","SPOKANE","99202","Spokane","Eastern","Eastern","47.658453","-117.380905","0.14","$27,000.00","","","","False","Metals - Other","","","Confirmed Above Cleanup Levels","","",""
"3233","45389238","Becks Radiator Shop","Beck's radiator Shop","Awaiting Cleanup","108 N NAPA ST","SPOKANE","99202","Spokane","Eastern","Eastern","47.658453","-117.380905","0.14","$27,000.00","","","","False","Petroleum Products-Unspecified","","","Confirmed Above Cleanup Levels","","",""
"13026","11445","Riverfront Park Spokane","","Cleanup Started","507 N HOWARD ST","SPOKANE","99201","Spokane","Eastern","Eastern","47.66239","-117.42149","56","$600,000.00","","100","","False","Arsenic","","","Confirmed Above Cleanup Levels","","",""
"13026","11445","Riverfront Park Spokane","","Cleanup Started","507 N HOWARD ST","SPOKANE","99201","Spokane","Eastern","Eastern","47.66239","-117.42149","56","$600,000.00","","100","","False","Lead","","","Confirmed Above Cleanup Levels","","",""
"13026","11445","Riverfront Park Spokane","","Cleanup Started","507 N HOWARD ST","SPOKANE","99201","Spokane","Eastern","Eastern","47.66239","-117.42149","56","$600,000.00","","100","","False","Metals - Other","","","Confirmed Above Cleanup Levels","","",""
"13026","11445","Riverfront Park Spokane","","Cleanup Started","507 N HOWARD ST","SPOKANE","99201","Spokane","Eastern","Eastern","47.66239","-117.42149","56","$600,000.00","","100","","False","Petroleum-Diesel","","","Confirmed Above Cleanup Levels","","",""
"13026","11445","Riverfront Park Spokane","","Cleanup Started","507 N HOWARD ST","SPOKANE","99201","Spokane","Eastern","Eastern","47.66239","-117.42149","56","$600,000.00","","100","","False","Polycyclic Aromatic Hydrocarbons","","","Confirmed Above Cleanup Levels","","",""
"13308","4752","City of Spokane CSO 34-1","Spokane City CSO 34-1","NFA","2110 E RIVERSIDE AVE","SPOKANE","99201","Spokane","Eastern","Eastern","47.65736","-117.4432","0.823","$20,000.00","","","","False","Polychlorinated biPhenyls (PCB)","","","Remediated-Below","","",""
"2010","3024394","318 STATE AVE NE OLYMPIA","318 STATE AVE OLYMPIA,WA STATE VACANT PROPERTY,WSDOT TESTING LABORATORY","Cleanup Started","318 STATE AVE NE","OLYMPIA","98501","Thurston","Southwest","Southwest","47.0461956700575","-122.898825714197","0.25","$79,250.00","","","","False","Arsenic","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","",""
"2010","3024394","318 STATE AVE NE OLYMPIA","318 STATE AVE OLYMPIA,WA STATE VACANT PROPERTY,WSDOT TESTING LABORATORY","Cleanup Started","318 STATE AVE NE","OLYMPIA","98501","Thurston","Southwest","Southwest","47.0461956700575","-122.898825714197","0.25","$79,250.00","","","","False","Halogenated Organics","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","",""
"2010","3024394","318 STATE AVE NE OLYMPIA","318 STATE AVE OLYMPIA,WA STATE VACANT PROPERTY,WSDOT TESTING LABORATORY","Cleanup Started","318 STATE AVE NE","OLYMPIA","98501","Thurston","Southwest","Southwest","47.0461956700575","-122.898825714197","0.25","$79,250.00","","","","False","Metals - Other","Suspected","","Confirmed Above Cleanup Levels","","",""
"2010","3024394","318 STATE AVE NE OLYMPIA","318 STATE AVE OLYMPIA,WA STATE VACANT PROPERTY,WSDOT TESTING LABORATORY","Cleanup Started","318 STATE AVE NE","OLYMPIA","98501","Thurston","Southwest","Southwest","47.0461956700575","-122.898825714197","0.25","$79,250.00","","","","False","Metals Priority Pollutants","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","",""
"2010","3024394","318 STATE AVE NE OLYMPIA","318 STATE AVE OLYMPIA,WA STATE VACANT PROPERTY,WSDOT TESTING LABORATORY","Cleanup Started","318 STATE AVE NE","OLYMPIA","98501","Thurston","Southwest","Southwest","47.0461956700575","-122.898825714197","0.25","$79,250.00","","","","False","Petroleum Products-Unspecified","","","Confirmed Above Cleanup Levels","","",""
"2010","3024394","318 STATE AVE NE OLYMPIA","318 STATE AVE OLYMPIA,WA STATE VACANT PROPERTY,WSDOT TESTING LABORATORY","Cleanup Started","318 STATE AVE NE","OLYMPIA","98501","Thurston","Southwest","Southwest","47.0461956700575","-122.898825714197","0.25","$79,250.00","","","","False","Polychlorinated biPhenyls (PCB)","","","Confirmed Above Cleanup Levels","","",""
"2010","3024394","318 STATE AVE NE OLYMPIA","318 STATE AVE OLYMPIA,WA STATE VACANT PROPERTY,WSDOT TESTING LABORATORY","Cleanup Started","318 STATE AVE NE","OLYMPIA","98501","Thurston","Southwest","Southwest","47.0461956700575","-122.898825714197","0.25","$79,250.00","","","","False","Polycyclic Aromatic Hydrocarbons","Suspected","","Confirmed Above Cleanup Levels","","",""
"2554","62357433","PHO OLYMPIA RESTAURANT UTILITY POLE","","Awaiting Cleanup","301 4TH AVE W","OLYMPIA","98501","Thurston","Southwest","Southwest","47.0445781536166","-122.904315899125","0.07","","","","","False","Benzene","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","Suspected",""
"2554","62357433","PHO OLYMPIA RESTAURANT UTILITY POLE","","Awaiting Cleanup","301 4TH AVE W","OLYMPIA","98501","Thurston","Southwest","Southwest","47.0445781536166","-122.904315899125","0.07","","","","","False","Lead","Confirmed Above Cleanup Levels","","","","",""
"2554","62357433","PHO OLYMPIA RESTAURANT UTILITY POLE","","Awaiting Cleanup","301 4TH AVE W","OLYMPIA","98501","Thurston","Southwest","Southwest","47.0445781536166","-122.904315899125","0.07","","","","","False","Metals Priority Pollutants","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","",""
"2554","62357433","PHO OLYMPIA RESTAURANT UTILITY POLE","","Awaiting Cleanup","301 4TH AVE W","OLYMPIA","98501","Thurston","Southwest","Southwest","47.0445781536166","-122.904315899125","0.07","","","","","False","Other Non-Halogenated Organics","","","Confirmed Above Cleanup Levels","","",""
"2554","62357433","PHO OLYMPIA RESTAURANT UTILITY POLE","","Awaiting Cleanup","301 4TH AVE W","OLYMPIA","98501","Thurston","Southwest","Southwest","47.0445781536166","-122.904315899125","0.07","","","","","False","Petroleum Products-Unspecified","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","",""
"2554","62357433","PHO OLYMPIA RESTAURANT UTILITY POLE","","Awaiting Cleanup","301 4TH AVE W","OLYMPIA","98501","Thurston","Southwest","Southwest","47.0445781536166","-122.904315899125","0.07","","","","","False","Petroleum-Gasoline","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","Suspected",""
"2554","62357433","PHO OLYMPIA RESTAURANT UTILITY POLE","","Awaiting Cleanup","301 4TH AVE W","OLYMPIA","98501","Thurston","Southwest","Southwest","47.0445781536166","-122.904315899125","0.07","","","","","False","Polycyclic Aromatic Hydrocarbons","Suspected","","Suspected","","Suspected",""
"3472","12255918","ALL AMERICAN BOTTLED WATER CORP","MILLER BREWING COMPANY,Olympia Brewery,PABST BREWING CO","NFA","100 CUSTER WAY SW","TUMWATER","98501","Thurston","Southwest","Southwest","47.01648","-122.90486","7.2","$200,000.00","","","","False","Petroleum Products-Unspecified","","","Below Cleanup Levels","","",""
"12320","21560","WA DEPT OF FISH & WILDLIFE PRINT SHOP","","Cleanup Started","516 WASHINGTON STREET NE","OLYMPIA","98516","Thurston","Southwest","Southwest","47.04887","-122.90043","5.65","$200,000.00","","","","False","Arsenic","","","Confirmed Above Cleanup Levels","","",""
"2238","1747458","Walla Walla City Burdine Property","BURDINE PROPERTY","Awaiting Cleanup","2690 E ISAACS AVE","WALLA WALLA","99362","Walla Walla","Eastern","Eastern","46.078333","-118.290556","15","$200,000.00","","","","False","Polycyclic Aromatic Hydrocarbons","","","Confirmed Above Cleanup Levels","","",""
"4973","787","PALOUSE PRODUCERS","PALOUSE PRODUCERS INC PALOUSE","CC-Perf. Monitoring","MAIN & J ST","PALOUSE","99161","Whitman","Eastern","Eastern","46.90976","-117.07406","1","$926,000.00","","","","False","Arsenic","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","",""
"4973","787","PALOUSE PRODUCERS","PALOUSE PRODUCERS INC PALOUSE","CC-Perf. Monitoring","MAIN & J ST","PALOUSE","99161","Whitman","Eastern","Eastern","46.90976","-117.07406","1","$926,000.00","","","","False","Benzene","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","",""
"4973","787","PALOUSE PRODUCERS","PALOUSE PRODUCERS INC PALOUSE","CC-Perf. Monitoring","MAIN & J ST","PALOUSE","99161","Whitman","Eastern","Eastern","46.90976","-117.07406","1","$926,000.00","","","","False","Lead","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","",""
"4973","787","PALOUSE PRODUCERS","PALOUSE PRODUCERS INC PALOUSE","CC-Perf. Monitoring","MAIN & J ST","PALOUSE","99161","Whitman","Eastern","Eastern","46.90976","-117.07406","1","$926,000.00","","","","False","Metals - Other","Confirmed Above Cleanup Levels","","","","",""
"4973","787","PALOUSE PRODUCERS","PALOUSE PRODUCERS INC PALOUSE","CC-Perf. Monitoring","MAIN & J ST","PALOUSE","99161","Whitman","Eastern","Eastern","46.90976","-117.07406","1","$926,000.00","","","","False","Petroleum-Gasoline","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","",""
"4863","46552166","Cream Wine","CARNATION COMPANY,SUNNYSIDE CREAM WINERY,WASHINGTON HILLS CELLARS","NFA","111 E LINCOLN AVE","SUNNYSIDE","98944","Yakima","Central","Central","46.31614","-120.01899","4.5","$200,000.00","","","","False","Halogenated Organics","Remediated-Below","","","","",""
"4863","46552166","Cream Wine","CARNATION COMPANY,SUNNYSIDE CREAM WINERY,WASHINGTON HILLS CELLARS","NFA","111 E LINCOLN AVE","SUNNYSIDE","98944","Yakima","Central","Central","46.31614","-120.01899","4.5","$200,000.00","","","","False","Lead","","","Remediated-Below","","",""
"12095","450","Boise Cascade Mill","BOISE CASCADE COMPLEX YAKIMA,BOISE CASCADE CORP,Boise Cascade Corp Yakima,BOISE CASCADE PLYWOOD LOG YARD,Boise Cascade Yakima,BOISE CASCADE YAKIMA COMPLEX,Boise Cascade Yakima LUST,DUNOLLIE ENTERPRISES LLC  YAKIMA,Old Yakima Landfill,Yakima Landfill,YAKIMA RESOURCES,YAKIMA RESOURCES LLC","Awaiting Cleanup","805 N 7TH ST","YAKIMA","98901","Yakima","Central","Central","46.6147233736806","-120.499050342291","5","$200,000.00","","","","False","Benzene","","","Confirmed Above Cleanup Levels","","",""
"12095","450","Boise Cascade Mill","BOISE CASCADE COMPLEX YAKIMA,BOISE CASCADE CORP,Boise Cascade Corp Yakima,BOISE CASCADE PLYWOOD LOG YARD,Boise Cascade Yakima,BOISE CASCADE YAKIMA COMPLEX,Boise Cascade Yakima LUST,DUNOLLIE ENTERPRISES LLC  YAKIMA,Old Yakima Landfill,Yakima Landfill,YAKIMA RESOURCES,YAKIMA RESOURCES LLC","Awaiting Cleanup","805 N 7TH ST","YAKIMA","98901","Yakima","Central","Central","46.6147233736806","-120.499050342291","5","$200,000.00","","","","False","Halogenated Solvents","Confirmed Above Cleanup Levels","","","","",""
"12095","450","Boise Cascade Mill","BOISE CASCADE COMPLEX YAKIMA,BOISE CASCADE CORP,Boise Cascade Corp Yakima,BOISE CASCADE PLYWOOD LOG YARD,Boise Cascade Yakima,BOISE CASCADE YAKIMA COMPLEX,Boise Cascade Yakima LUST,DUNOLLIE ENTERPRISES LLC  YAKIMA,Old Yakima Landfill,Yakima Landfill,YAKIMA RESOURCES,YAKIMA RESOURCES LLC","Awaiting Cleanup","805 N 7TH ST","YAKIMA","98901","Yakima","Central","Central","46.6147233736806","-120.499050342291","5","$200,000.00","","","","False","Metals - Other","Confirmed Above Cleanup Levels","","Confirmed Above Cleanup Levels","","",""
"12095","450","Boise Cascade Mill","BOISE CASCADE COMPLEX YAKIMA,BOISE CASCADE CORP,Boise Cascade Corp Yakima,BOISE CASCADE PLYWOOD LOG YARD,Boise Cascade Yakima,BOISE CASCADE YAKIMA COMPLEX,Boise Cascade Yakima LUST,DUNOLLIE ENTERPRISES LLC  YAKIMA,Old Yakima Landfill,Yakima Landfill,YAKIMA RESOURCES,YAKIMA RESOURCES LLC","Awaiting Cleanup","805 N 7TH ST","YAKIMA","98901","Yakima","Central","Central","46.6147233736806","-120.499050342291","5","$200,000.00","","","","False","Petroleum-Diesel","","","Confirmed Above Cleanup Levels","","",""
"12095","450","Boise Cascade Mill","BOISE CASCADE COMPLEX YAKIMA,BOISE CASCADE CORP,Boise Cascade Corp Yakima,BOISE CASCADE PLYWOOD LOG YARD,Boise Cascade Yakima,BOISE CASCADE YAKIMA COMPLEX,Boise Cascade Yakima LUST,DUNOLLIE ENTERPRISES LLC  YAKIMA,Old Yakima Landfill,Yakima Landfill,YAKIMA RESOURCES,YAKIMA RESOURCES LLC","Awaiting Cleanup","805 N 7TH ST","YAKIMA","98901","Yakima","Central","Central","46.6147233736806","-120.499050342291","5","$200,000.00","","","","False","Petroleum-Gasoline","","","Confirmed Above Cleanup Levels","","",""
"12095","450","Boise Cascade Mill","BOISE CASCADE COMPLEX YAKIMA,BOISE CASCADE CORP,Boise Cascade Corp Yakima,BOISE CASCADE PLYWOOD LOG YARD,Boise Cascade Yakima,BOISE CASCADE YAKIMA COMPLEX,Boise Cascade Yakima LUST,DUNOLLIE ENTERPRISES LLC  YAKIMA,Old Yakima Landfill,Yakima Landfill,YAKIMA RESOURCES,YAKIMA RESOURCES LLC","Awaiting Cleanup","805 N 7TH ST","YAKIMA","98901","Yakima","Central","Central","46.6147233736806","-120.499050342291","5","$200,000.00","","","","False","Petroleum-Other","","","Confirmed Above Cleanup Levels","","",""
"12095","450","Boise Cascade Mill","BOISE CASCADE COMPLEX YAKIMA,BOISE CASCADE CORP,Boise Cascade Corp Yakima,BOISE CASCADE PLYWOOD LOG YARD,Boise Cascade Yakima,BOISE CASCADE YAKIMA COMPLEX,Boise Cascade Yakima LUST,DUNOLLIE ENTERPRISES LLC  YAKIMA,Old Yakima Landfill,Yakima Landfill,YAKIMA RESOURCES,YAKIMA RESOURCES LLC","Awaiting Cleanup","805 N 7TH ST","YAKIMA","98901","Yakima","Central","Central","46.6147233736806","-120.499050342291","5","$200,000.00","","","","False","Polychlorinated biPhenyls (PCB)","","","Suspected","","",""
"12095","450","Boise Cascade Mill","BOISE CASCADE COMPLEX YAKIMA,BOISE CASCADE CORP,Boise Cascade Corp Yakima,BOISE CASCADE PLYWOOD LOG YARD,Boise Cascade Yakima,BOISE CASCADE YAKIMA COMPLEX,Boise Cascade Yakima LUST,DUNOLLIE ENTERPRISES LLC  YAKIMA,Old Yakima Landfill,Yakima Landfill,YAKIMA RESOURCES,YAKIMA RESOURCES LLC","Awaiting Cleanup","805 N 7TH ST","YAKIMA","98901","Yakima","Central","Central","46.6147233736806","-120.499050342291","5","$200,000.00","","","","False","Polycyclic Aromatic Hydrocarbons","","","Confirmed Above Cleanup Levels","","",""
"12922","8639","Planters Hotel","Future Papa Murphys","Awaiting Cleanup","400 S 6TH ST","SUNNYSIDE","98944","Yakima","Central","Central","46.32495","-120.01251","0.16","$80,000.00","","","","False","Petroleum-Diesel","","","Confirmed Above Cleanup Levels","","",""
"12922","8639","Planters Hotel","Future Papa Murphys","Awaiting Cleanup","400 S 6TH ST","SUNNYSIDE","98944","Yakima","Central","Central","46.32495","-120.01251","0.16","$80,000.00","","","","False","Petroleum-Other","","","Confirmed Above Cleanup Levels","","",""
"12922","8639","Planters Hotel","Future Papa Murphys","Awaiting Cleanup","400 S 6TH ST","SUNNYSIDE","98944","Yakima","Central","Central","46.32495","-120.01251","0.16","$80,000.00","","","","False","Polycyclic Aromatic Hydrocarbons","","","Confirmed Above Cleanup Levels","","",""
